id,title,brand,model,price,price_raw,condition,storage,ram,location,description,detail_brand,detail_model,detail_condition,seller_name,posted_date,ad_url,is_member,is_featured,scraped_at,price_valid,price_range,storage_gb,ram_gb,title_length
1,Apple iPhone 15 (Brand New),Apple,iPhone 15,200000.0,"Rs 200,000",Brand New,,,Kandy,,,,,,,https://ikman.lk/en/ad/apple-iphone-15-brand-new-for-sale-kandy-12,True,False,2026-02-23T12:17:54.723724,True,200K-500K,,,27
2,Samsung Galaxy A56 5G 8GB 256GB (Brand New),Samsung,Galaxy A56 5G 8GB 256GB,95989.0,"Rs 95,989",Brand New,8GB,,Colombo,,,,,,,https://ikman.lk/en/ad/samsung-galaxy-a56-5g-8gb-256gb-brand-new-for-sale-colombo-62,True,False,2026-02-23T12:17:54.723724,True,50K-100K,8.0,,43
3,Apple iPhone 14 128GB (Used),Apple,iPhone 14 128GB,119999.0,"Rs 119,999",Used,128GB,,Colombo,,,,,,,https://ikman.lk/en/ad/apple-iphone-14-128gb-used-for-sale-colombo-5918,True,True,2026-02-23T12:17:54.723724,True,100K-200K,128.0,,28
4,Infinix Hot 60i 128GB 6GBRam Blue (Brand New),Infinix,Hot 60i 128GB 6GBRam Blue,39990.0,"Rs 39,990",Brand New,128GB,6GB,Colombo,,,,,,,https://ikman.lk/en/ad/infinix-hot-60i-128gb-6gbram-blue-brand-new-for-sale-colombo-9,True,False,2026-02-23T12:17:54.723724,True,25K-50K,128.0,6.0,45
5,Apple iPhone 14 Pro (Used),Apple,iPhone 14 Pro,170000.0,"Rs 170,000",Used,,,Kurunegala,,,,,,,https://ikman.lk/en/ad/apple-iphone-14-pro-used-for-sale-kurunegala-505,False,False,2026-02-23T12:17:54.723724,True,100K-200K,,,26
6,Apple iPhone 11 Pro 256GB (Used),Apple,iPhone 11 Pro 256GB,89998.0,"Rs 89,998",Used,256GB,,Gampaha,,,,,,,https://ikman.lk/en/ad/apple-iphone-11-pro-256gb-used-for-sale-gampaha-11078,True,False,2026-02-23T12:17:54.723724,True,50K-100K,256.0,,32
7,Apple iPhone 15 Pro 256GB (Used),Apple,iPhone 15 Pro 256GB,224900.0,"Rs 224,900",Used,256GB,,Kandy,,,,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-256gb-used-for-sale-kandy-171,True,False,2026-02-23T12:17:54.723724,True,200K-500K,256.0,,32
8,Apple iPhone 15 Pro 5G- 4k cinematic (Used),Apple,iPhone 15 Pro 5G- 4k cinematic,198000.0,"Rs 198,000",Used,,,Colombo,,,,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-5g-4k-cinematic-used-for-sale-colombo-33,True,False,2026-02-23T12:17:54.723724,True,100K-200K,,,43
9,Apple iPhone 12 mini 128GB Blue (Used),Apple,iPhone 12 mini 128GB Blue,69990.0,"Rs 69,990",Used,128GB,,Colombo,,,,,,,https://ikman.lk/en/ad/apple-iphone-12-mini-128gb-blue-used-for-sale-colombo-109,True,False,2026-02-23T12:17:54.723724,True,50K-100K,128.0,,38
10,Vivo Y93 6GB/ 128GB (Used),Vivo,Y93 6GB/ 128GB,8900.0,"Rs 8,900",Used,6GB,6GB,Colombo,,,,,,,https://ikman.lk/en/ad/vivo-y93-6gb-128gb-used-for-sale-colombo-8703,True,False,2026-02-23T12:17:54.723724,True,<10K,6.0,6.0,26
11,Apple iPhone 13 5G (Used),Apple,iPhone 13 5G,98000.0,"Rs 98,000",Used,,,Colombo,,,,,,,https://ikman.lk/en/ad/apple-iphone-13-5g-used-for-sale-colombo-373,True,False,2026-02-23T12:17:54.723724,True,50K-100K,,,25
12,Apple iPhone 7 (Used),Apple,iPhone 7,8500.0,"Rs 8,500",Used,,,Polonnaruwa,,,,,,,https://ikman.lk/en/ad/apple-iphone-7-gold-used-for-sale-polonnaruwa-1,False,False,2026-02-23T12:17:54.723724,True,<10K,,,21
13,Apple iPhone 11 Pro 256GB (Used),Apple,iPhone 11 Pro 256GB,89998.0,"Rs 89,998",Used,256GB,,Gampaha,,,,,,,https://ikman.lk/en/ad/apple-iphone-11-pro-256gb-used-for-sale-gampaha-11077,True,False,2026-02-23T12:17:54.723724,True,50K-100K,256.0,,32
14,Realme C51 (4+4GB/128GB) (Used),Realme,C51 (4+4GB/128GB),22000.0,"Rs 22,000",Used,4GB,4GB,Colombo,,,,,,,https://ikman.lk/en/ad/realme-c51-44gb-128gb-used-for-sale-colombo-3,True,False,2026-02-23T12:17:54.723724,True,10K-25K,4.0,4.0,31
15,Apple iPhone 13 Pro 256GB USA ðºð¸ (Used),Apple,iPhone 13 Pro 256GB USA ðºð¸,124999.0,"Rs 124,999",Used,256GB,,Gampaha,,,,,,,https://ikman.lk/en/ad/apple-iphone-13-pro-256gb-usa-used-for-sale-gampaha-93,True,False,2026-02-23T12:17:54.723724,True,100K-200K,256.0,,45
16,Apple iPhone 14 Pro 256GB (Used),Apple,iPhone 14 Pro 256GB,179900.0,"Rs 179,900",Used,256GB,,Kandy,,,,,,,https://ikman.lk/en/ad/apple-iphone-14-pro-256gb-used-for-sale-kandy-415,True,False,2026-02-23T12:17:54.723724,True,100K-200K,256.0,,32
17,Xiaomi Redmi 9 64GB (Used),Xiaomi,Redmi 9 64GB,19999.0,"Rs 19,999",Used,64GB,,Ratnapura,,,,,,,https://ikman.lk/en/ad/xiaomi-redmi-9-64gb-used-for-sale-ratnapura,True,False,2026-02-23T12:17:54.723724,True,10K-25K,64.0,,26
18,Apple iPhone 11 128GB (Used),Apple,iPhone 11 128GB,72900.0,"Rs 72,900",Used,128GB,,Kandy,,,,,,,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-kandy-2284,True,False,2026-02-23T12:17:54.723724,True,50K-100K,128.0,,28
19,Apple iPhone 11 128gb (Used),Apple,iPhone 11 128gb,59000.0,"Rs 59,000",Used,128GB,,Gampaha,,,,,,,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-gampaha-13814,False,False,2026-02-23T12:17:54.723724,True,50K-100K,128.0,,28
20,Apple iPhone 11 Pro 256GB (Used),Apple,iPhone 11 Pro 256GB,89998.0,"Rs 89,998",Used,256GB,,Gampaha,,,,,,,https://ikman.lk/en/ad/apple-iphone-11-pro-256gb-used-for-sale-gampaha-11076,True,False,2026-02-23T12:17:54.723724,True,50K-100K,256.0,,32
21,Apple iPhone 8 64Gb (Used),Apple,iPhone 8 64Gb,25000.0,"Rs 25,000",Used,64GB,,Kandy,,,,,,,https://ikman.lk/en/ad/apple-iphone-8-64gb-used-for-sale-kandy-1616,False,False,2026-02-23T12:17:54.723724,True,25K-50K,64.0,,26
22,Samsung Galaxy A24 128GB 4GBRam Black (Used),Samsung,Galaxy A24 128GB 4GBRam Black,35990.0,"Rs 35,990",Used,128GB,4GB,Colombo,,,,,,,https://ikman.lk/en/ad/samsung-galaxy-a24-128gb-4gbram-black-used-for-sale-colombo-14,True,False,2026-02-23T12:17:54.723724,True,25K-50K,128.0,4.0,44
23,Apple iPhone 14 128GB (Used),Apple,iPhone 14 128GB,129900.0,"Rs 129,900",Used,128GB,,Kandy,,,,,,,https://ikman.lk/en/ad/apple-iphone-14-128gb-used-for-sale-kandy-431,True,False,2026-02-23T12:17:54.723724,True,100K-200K,128.0,,28
24,Nokia 106 (Used),Nokia,106,2500.0,"Rs 2,500",Used,,,Galle,,,,,,,https://ikman.lk/en/ad/nokia-106-used-for-sale-galle,False,False,2026-02-23T12:17:54.723724,True,<10K,,,16
25,Xiaomi Redmi Note 13 (Used),Xiaomi,Redmi Note 13,33500.0,"Rs 33,500",Used,,,Gampaha,,,,,,,https://ikman.lk/en/ad/xiaomi-redmi-note-13-used-for-sale-gampaha-126,False,False,2026-02-23T12:17:54.723724,True,25K-50K,,,27
26,Tecno Pop 7 (2+2GB/64GB) (Used),Tecno,Pop 7 (2+2GB/64GB),17000.0,"Rs 17,000",Used,2GB,2GB,Colombo,,,,,,,https://ikman.lk/en/ad/tecno-pop-7-22gb-64gb-used-for-sale-colombo-1,True,False,2026-02-23T12:17:54.726857,True,10K-25K,2.0,2.0,31
27,Apple iPhone 16 Pro 256GB (Used),Apple,iPhone 16 Pro 256GB,269900.0,"Rs 269,900",Used,256GB,,Kandy,,,,,,,https://ikman.lk/en/ad/apple-iphone-16-pro-256gb-used-for-sale-kandy-56,True,False,2026-02-23T12:17:54.726857,True,200K-500K,256.0,,32
28,Apple iPhone 11 Pro (Used),Apple,iPhone 11 Pro,70000.0,"Rs 70,000",Used,,,Ampara,,,,,,,https://ikman.lk/en/ad/apple-iphone-11-pro-used-for-sale-ampara-376,False,False,2026-02-23T12:17:54.726857,True,50K-100K,,,26
29,Google Pixel 7 8GB|128GB|50MP (Brand New),Google,Pixel 7 8GB|128GB|50MP,95490.0,"Rs 95,490",Brand New,8GB,8GB,Colombo,,,,,,,https://ikman.lk/en/ad/google-pixel-7-8gb128gb50mp-brand-new-for-sale-colombo-2,True,False,2026-02-23T12:17:56.761140,True,50K-100K,8.0,8.0,41
30,Vivo X300 Pro 16GB 512GB (Used),Vivo,X300 Pro 16GB 512GB,359900.0,"Rs 359,900",Used,16GB,,Colombo,,,,,,,https://ikman.lk/en/ad/vivo-x300-pro-16gb-512gb-used-for-sale-colombo-1,True,False,2026-02-23T12:17:56.761140,True,200K-500K,16.0,,31
31,Apple iPhone 14 Pro 128GB Full Set (Used),Apple,iPhone 14 Pro 128GB Full Set,162900.0,"Rs 162,900",Used,128GB,,Gampaha,,,,,,,https://ikman.lk/en/ad/apple-iphone-14-pro-128gb-full-set-used-for-sale-gampaha,True,True,2026-02-23T12:17:56.761140,True,100K-200K,128.0,,41
32,Apple iPhone 13 Pro Max 256GB (Used),Apple,iPhone 13 Pro Max 256GB,130000.0,"Rs 130,000",Used,256GB,,Colombo,,,,,,,https://ikman.lk/en/ad/apple-iphone-13-pro-max-256gb-used-for-sale-colombo-4950,True,False,2026-02-23T12:17:56.761140,True,100K-200K,256.0,,36
33,Apple iPhone 13 128GB (Used),Apple,iPhone 13 128GB,95000.0,"Rs 95,000",Used,128GB,,Colombo,,,,,,,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-colombo-11460,False,False,2026-02-23T12:17:56.761140,True,50K-100K,128.0,,28
34,Apple iPhone 14 (Used),Apple,iPhone 14,118900.0,"Rs 118,900",Used,,,Colombo,,,,,,,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-colombo-1690,False,False,2026-02-23T12:17:56.761140,True,100K-200K,,,22
35,Google Pixel 7 128GB (Used),Google,Pixel 7 128GB,74990.0,"Rs 74,990",Used,128GB,,Colombo,,,,,,,https://ikman.lk/en/ad/google-pixel-7-128gb-used-for-sale-colombo-636,True,False,2026-02-23T12:17:56.761140,True,50K-100K,128.0,,27
36,Samsung Galaxy S24 Ultra 12GB | 512GB (Brand New),Samsung,Galaxy S24 Ultra 12GB | 512GB,286500.0,"Rs 286,500",Brand New,12GB,12GB,Colombo,,,,,,,https://ikman.lk/en/ad/samsung-galaxy-s24-ultra-12gb-512gb-brand-new-for-sale-colombo-84,True,False,2026-02-23T12:17:56.761140,True,200K-500K,12.0,12.0,49
37,Samsung Galaxy S24 8/256GB. (Brand New),Samsung,Galaxy S24 8/256GB.,151990.0,"Rs 151,990",Brand New,256GB,,Colombo,,,,,,,https://ikman.lk/en/ad/samsung-galaxy-s24-8-256gb-brand-new-for-sale-colombo-102,True,False,2026-02-23T12:17:56.761140,True,100K-200K,256.0,,39
38,Apple iPhone X (Used),Apple,iPhone X,27000.0,"Rs 27,000",Used,,,Gampaha,,,,,,,https://ikman.lk/en/ad/apple-iphone-x-used-for-sale-gampaha-5283,False,False,2026-02-23T12:17:56.761140,True,25K-50K,,,21
39,Google Pixel 8 8/128GB (Used),Google,Pixel 8 8/128GB,93000.0,"Rs 93,000",Used,128GB,,Kandy,,,,,,,https://ikman.lk/en/ad/google-pixel-8-8-128gb-used-for-sale-kandy,True,False,2026-02-23T12:17:56.761140,True,50K-100K,128.0,,29
40,Oppo A15s 2021 (Used),Oppo,A15s 2021,21500.0,"Rs 21,500",Used,,,Kandy,,,,,,,https://ikman.lk/en/ad/oppo-a15s-2021-used-for-sale-kandy-1,False,False,2026-02-23T12:17:56.761140,True,10K-25K,,,21
41,Apple iPhone 12 Pro 256GB (Used),Apple,iPhone 12 Pro 256GB,93500.0,"Rs 93,500",Used,256GB,,Colombo,,,,,,,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-colombo-10196,True,False,2026-02-23T12:17:56.761140,True,50K-100K,256.0,,32
42,Apple iPhone 11 (Used),Apple,iPhone 11,58900.0,"Rs 58,900",Used,,,Colombo,,,,,,,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-colombo-8231,True,False,2026-02-23T12:17:56.761140,True,50K-100K,,,22
43,Samsung Galaxy S25 Plus 12GB | 256GB (Brand New),Samsung,Galaxy S25 Plus 12GB | 256GB,224500.0,"Rs 224,500",Brand New,12GB,12GB,Colombo,,,,,,,https://ikman.lk/en/ad/samsung-galaxy-s25-plus-12gb-256gb-brand-new-for-sale-colombo-95,True,False,2026-02-23T12:17:56.761140,True,200K-500K,12.0,12.0,48
44,Apple iPhone 11 Pro (Used),Apple,iPhone 11 Pro,50000.0,"Rs 50,000",Used,,,Galle,,,,,,,https://ikman.lk/en/ad/apple-iphone-11-pro-used-for-sale-galle-494,False,False,2026-02-23T12:17:56.761140,True,50K-100K,,,26
45,Apple iPhone 13 Pro (Used),Apple,iPhone 13 Pro,130000.0,"Rs 130,000",Used,,,Matara,,,,,,,https://ikman.lk/en/ad/apple-iphone-13-pro-used-for-sale-matara-151,False,False,2026-02-23T12:17:56.761140,True,100K-200K,,,26
46,Apple iPhone 11 Pro Max (Used),Apple,iPhone 11 Pro Max,105000.0,"Rs 105,000",Used,,,Gampaha,,,,,,,https://ikman.lk/en/ad/apple-iphone-11-pro-max-used-for-sale-gampaha-1613,False,False,2026-02-23T12:17:56.761140,True,100K-200K,,,30
47,Samsung Galaxy S25 12GB | 256GB (Brand New),Samsung,Galaxy S25 12GB | 256GB,204500.0,"Rs 204,500",Brand New,12GB,12GB,Colombo,,,,,,,https://ikman.lk/en/ad/samsung-galaxy-s25-12gb-256gb-brand-new-for-sale-colombo-309,True,False,2026-02-23T12:17:56.761140,True,200K-500K,12.0,12.0,43
48,Apple iPhone 15 128GB (Used),Apple,iPhone 15 128GB,132000.0,"Rs 132,000",Used,128GB,,Colombo,,,,,,,https://ikman.lk/en/ad/apple-iphone-15-128-go-used-for-sale-colombo,False,False,2026-02-23T12:17:56.761140,True,100K-200K,128.0,,28
49,Samsung Galaxy S25 FE 8GB | 256GB (Brand New),Samsung,Galaxy S25 FE 8GB | 256GB,155500.0,"Rs 155,500",Brand New,8GB,8GB,Colombo,,,,,,,https://ikman.lk/en/ad/samsung-galaxy-s25-fe-8gb-256gb-brand-new-for-sale-colombo-321,True,False,2026-02-23T12:17:56.761140,True,100K-200K,8.0,8.0,45
50,Apple iPhone 12 128GB (Used),Apple,iPhone 12 128GB,75900.0,"Rs 75,900",Used,128GB,,Colombo,,,,,,,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-colombo-9750,True,False,2026-02-23T12:17:56.761140,True,50K-100K,128.0,,28
51,Google Pixel 9 Pro 128GB (Used),Google,Pixel 9 Pro 128GB,180990.0,"Rs 180,990",Used,128GB,,Colombo,,,,,,,https://ikman.lk/en/ad/google-pixel-9-pro-128gb-used-for-sale-colombo-83,True,False,2026-02-23T12:17:56.768425,True,100K-200K,128.0,,31
52,Apple iPhone 14 128GB (Used),Apple,iPhone 14 128GB,118000.0,"Rs 118,000",Used,128GB,,Gampaha,,,,,,,https://ikman.lk/en/ad/apple-iphone-14-128-used-for-sale-gampaha-36,False,False,2026-02-23T12:17:56.768425,True,100K-200K,128.0,,28
53,Samsung Galaxy S25 Ultra 12/256GB. (Brand New),Samsung,Galaxy S25 Ultra 12/256GB.,276990.0,"Rs 276,990",Brand New,256GB,,Colombo,,,,,,,https://ikman.lk/en/ad/samsung-galaxy-s25-ultra-12-256gb-brand-new-for-sale-colombo-218,True,False,2026-02-23T12:17:56.768425,True,200K-500K,256.0,,46
54,Apple iPhone 11 (Used),Apple,iPhone 11,30000.0,"Rs 30,000",Used,,,Ratnapura,,,,,,,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-ratnapura-791,False,False,2026-02-23T12:17:56.768425,True,25K-50K,,,22
55,Apple iPhone 13 mini 256GB (Used),Apple,iPhone 13 mini 256GB,77500.0,"Rs 77,500",Used,256GB,,Kandy,,,,,,,https://ikman.lk/en/ad/apple-iphone-13-mini-256gb-used-for-sale-kandy-15,False,False,2026-02-23T12:17:56.768425,True,50K-100K,256.0,,33
56,Apple iPhone 12 Pro 256GB (Used),Apple,iPhone 12 Pro 256GB,102999.0,"Rs 102,999",Used,256GB,,Colombo,,,,,,,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-colombo-10521,True,False,2026-02-23T12:17:56.768425,True,100K-200K,256.0,,32
57,Google Pixel 5 5G 128GB 8GB RAM (Used),Google,Pixel 5 5G 128GB 8GB RAM,39900.0,"Rs 39,900",Used,128GB,8GB,Colombo,,,,,,,https://ikman.lk/en/ad/google-pixel-5-5g-128gb-8gb-ram-used-for-sale-colombo-360,True,False,2026-02-23T12:18:52.942646,True,25K-50K,128.0,8.0,38
58,Apple iPhone 14 Pro (Used),Apple,iPhone 14 Pro,164900.0,"Rs 164,900",Used,,,Colombo,,,,,,,https://ikman.lk/en/ad/apple-iphone-14-pro-used-for-sale-colombo-1546,True,False,2026-02-23T12:18:52.942646,True,100K-200K,,,26
59,Apple iPhone 15 128GB (Brand New),Apple,iPhone 15 128GB,178990.0,"Rs 178,990",Brand New,128GB,,Colombo,,,,,,,https://ikman.lk/en/ad/apple-iphone-15-128gb-brand-new-for-sale-colombo-581,True,True,2026-02-23T12:18:52.942646,True,100K-200K,128.0,,33
60,LG Q52 4GB 64GB (Used),LG,Q52 4GB 64GB,21000.0,"Rs 21,000",Used,4GB,,Colombo,,,,,,,https://ikman.lk/en/ad/lg-q52-4gb-64gb-used-for-sale-colombo-8,True,False,2026-02-23T12:18:52.942646,True,10K-25K,4.0,,22
61,Samsung Galaxy A17 5G 8GB+256GB (Brand New),Samsung,Galaxy A17 5G 8GB+256GB,57900.0,"Rs 57,900",Brand New,8GB,,Colombo,,,,,,,https://ikman.lk/en/ad/samsung-galaxy-a17-5g-8gb256gb-brand-new-for-sale-colombo-86,True,False,2026-02-23T12:18:52.942646,True,50K-100K,8.0,,43
62,Apple iPhone 16 128GB (Brand New),Apple,iPhone 16 128GB,228000.0,"Rs 228,000",Brand New,128GB,,Colombo,,,,,,,https://ikman.lk/en/ad/apple-iphone-16-128gb-brand-new-for-sale-colombo-985,True,False,2026-02-23T12:18:52.942646,True,200K-500K,128.0,,33
63,Apple iPhone 17 Pro Max 256GB. (Brand New),Apple,iPhone 17 Pro Max 256GB.,440000.0,"Rs 440,000",Brand New,256GB,,Colombo,,,,,,,https://ikman.lk/en/ad/apple-iphone-17-pro-max-256gb-brand-new-for-sale-colombo-903,True,False,2026-02-23T12:18:52.942646,True,200K-500K,256.0,,42
64,Apple iPhone 12 Pro Max 5G/256/full set box (Used),Apple,iPhone 12 Pro Max 5G/256/full set box,115000.0,"Rs 115,000",Used,,,Gampaha,,,,,,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-5g-256-full-set-box-used-for-sale-gampaha,True,False,2026-02-23T12:18:52.942646,True,100K-200K,,,50
65,Samsung Galaxy A04 (Used),Samsung,Galaxy A04,11000.0,"Rs 11,000",Used,,,Anuradhapura,,,,,,,https://ikman.lk/en/ad/samsung-galaxy-a04-used-for-sale-anuradhapura-72,False,False,2026-02-23T12:18:52.942646,True,10K-25K,,,25
66,Apple iPhone 15 (Brand New),Apple,iPhone 15,184990.0,"Rs 184,990",Brand New,,,Colombo,,,,,,,https://ikman.lk/en/ad/apple-iphone-15-brand-new-for-sale-colombo-67,True,False,2026-02-23T12:18:52.942646,True,100K-200K,,,27
67,Xiaomi Redmi 13C 4+2GB 128GB (Used),Xiaomi,Redmi 13C 4+2GB 128GB,24000.0,"Rs 24,000",Used,2GB,,Colombo,,,,,,,https://ikman.lk/en/ad/xiaomi-redmi-13c-42gb-128gb-used-for-sale-colombo-5,True,False,2026-02-23T12:18:52.942646,True,10K-25K,2.0,,35
68,Apple iPhone 17 256GB. {ESIM} (Brand New),Apple,iPhone 17 256GB. {ESIM},264500.0,"Rs 264,500",Brand New,256GB,,Colombo,,,,,,,https://ikman.lk/en/ad/apple-iphone-17-256gb-esim-brand-new-for-sale-colombo-100,True,False,2026-02-23T12:18:52.942646,True,200K-500K,256.0,,41
69,Apple iPhone 16 128GB (Brand New),Apple,iPhone 16 128GB,228000.0,"Rs 228,000",Brand New,128GB,,Colombo,,,,,,,https://ikman.lk/en/ad/apple-iphone-16-128gb-brand-new-for-sale-colombo-984,True,False,2026-02-23T12:18:52.942646,True,200K-500K,128.0,,33
70,Apple iPhone 12 Pro Max 5G/256/full set (Used),Apple,iPhone 12 Pro Max 5G/256/full set,115000.0,"Rs 115,000",Used,,,Gampaha,,,,,,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-5g-256-full-set-used-for-sale-gampaha-2,True,False,2026-02-23T12:18:52.942646,True,100K-200K,,,46
71,Samsung Galaxy F07 4GB | 64GB (Brand New),Samsung,Galaxy F07 4GB | 64GB,28900.0,"Rs 28,900",Brand New,4GB,4GB,Colombo,,,,,,,https://ikman.lk/en/ad/samsung-galaxy-f07-4gb-64gb-brand-new-for-sale-colombo-62,True,False,2026-02-23T12:18:52.942646,True,25K-50K,4.0,4.0,41
72,Apple iPhone 17 Pro 256GB. {ESIM} (Brand New),Apple,iPhone 17 Pro 256GB. {ESIM},372500.0,"Rs 372,500",Brand New,256GB,,Colombo,,,,,,,https://ikman.lk/en/ad/apple-iphone-17-pro-256gb-esim-brand-new-for-sale-colombo-90,True,False,2026-02-23T12:18:52.942646,True,200K-500K,256.0,,45
73,Xiaomi Redmi 14C 6GB 128GB (Used),Xiaomi,Redmi 14C 6GB 128GB,28000.0,"Rs 28,000",Used,6GB,,Colombo,,,,,,,https://ikman.lk/en/ad/xiaomi-redmi-14c-6gb-128gb-used-for-sale-colombo-25,True,False,2026-02-23T12:18:52.942646,True,25K-50K,6.0,,33
74,Apple iPhone 12 Pro Max 5G/256/full set (Used),Apple,iPhone 12 Pro Max 5G/256/full set,115000.0,"Rs 115,000",Used,,,Gampaha,,,,,,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-5g-256-full-set-used-for-sale-gampaha-1,True,False,2026-02-23T12:18:52.942646,True,100K-200K,,,46
75,Google Pixel 6 128GB (Used),Google,Pixel 6 128GB,55000.0,"Rs 55,000",Used,128GB,,Colombo,,,,,,,https://ikman.lk/en/ad/google-pixel-6-128gb-used-for-sale-colombo-780,True,False,2026-02-23T12:18:52.942646,True,50K-100K,128.0,,27
76,Samsung Galaxy A07 4GB | 64GB (Brand New),Samsung,Galaxy A07 4GB | 64GB,29750.0,"Rs 29,750",Brand New,4GB,4GB,Colombo,,,,,,,https://ikman.lk/en/ad/samsung-galaxy-a07-4gb-64gb-brand-new-for-sale-colombo-445,True,False,2026-02-23T12:18:52.944279,True,25K-50K,4.0,4.0,41
77,Apple iPhone 13 128GB (Used),Apple,iPhone 13 128GB,105000.0,"Rs 105,000",Used,128GB,,Colombo,,,,,,,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-colombo-11611,True,False,2026-02-23T12:18:52.944279,True,100K-200K,128.0,,28
78,Samsung Galaxy A07 6GB+128GB (Brand New),Samsung,Galaxy A07 6GB+128GB,34990.0,"Rs 34,990",Brand New,6GB,,Colombo,,,,,,,https://ikman.lk/en/ad/samsung-galaxy-a07-6gb128gb-brand-new-for-sale-colombo-52,True,False,2026-02-23T12:18:52.944279,True,25K-50K,6.0,,40
79,Apple iPhone Air 100% BH 15 CC (Used),Apple,iPhone Air 100% BH 15 CC,267000.0,"Rs 267,000",Used,,,Colombo,,,,,,,https://ikman.lk/en/ad/apple-iphone-air-100-percent-bh-15-cc-used-for-sale-colombo,True,False,2026-02-23T12:18:52.944279,True,200K-500K,,,37
80,Samsung Galaxy F05 (Used),Samsung,Galaxy F05,21000.0,"Rs 21,000",Used,,,Matara,,,,,,,https://ikman.lk/en/ad/samsung-galaxy-f05-2024-used-for-sale-matara,False,False,2026-02-23T12:18:52.944279,True,10K-25K,,,25
81,Apple iPhone 11 Full Set Box (Used),Apple,iPhone 11 Full Set Box,67000.0,"Rs 67,000",Used,,,Colombo,,,,,,,https://ikman.lk/en/ad/apple-iphone-11-full-set-box-used-for-sale-colombo-922,True,False,2026-02-23T12:18:52.944279,True,50K-100K,,,35
82,Apple iPhone 12 Full set box (Used),Apple,iPhone 12 Full set box,78000.0,"Rs 78,000",Used,,,Colombo,,,,,,,https://ikman.lk/en/ad/apple-iphone-12-full-set-box-used-for-sale-colombo-72,True,False,2026-02-23T12:18:52.944279,True,50K-100K,,,35
83,Samsung Galaxy A07 4GB | 128GB (Brand New),Samsung,Galaxy A07 4GB | 128GB,33200.0,"Rs 33,200",Brand New,4GB,4GB,Colombo,,,,,,,https://ikman.lk/en/ad/samsung-galaxy-a07-4gb-128gb-brand-new-for-sale-colombo-204,True,False,2026-02-23T12:18:52.944279,True,25K-50K,4.0,4.0,42
84,Apple iPhone 12 Pro Max 5G/256/full set (Used),Apple,iPhone 12 Pro Max 5G/256/full set,115000.0,"Rs 115,000",Used,,,Gampaha,,,,,,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-5g-256-full-set-used-for-sale-gampaha,True,False,2026-02-23T12:18:52.944279,True,100K-200K,,,46
85,Apple iPhone 14 Pro (Used),Apple,iPhone 14 Pro,145000.0,"Rs 145,000",Used,,,Kurunegala,,,,,,,https://ikman.lk/en/ad/apple-iphone-14-pro-used-for-sale-kurunegala-500,True,False,2026-02-23T12:19:00.465670,True,100K-200K,,,26
86,Apple iPhone 15 6GB |128GB (Brand New),Apple,iPhone 15 6GB |128GB,182990.0,"Rs 182,990",Brand New,6GB,6GB,Colombo,,,,,,,https://ikman.lk/en/ad/apple-iphone-15-6gb-128gb-brand-new-for-sale-colombo,True,False,2026-02-23T12:19:00.465670,True,100K-200K,6.0,6.0,38
87,Apple iPhone 13 128GB 5G+ (Used),Apple,iPhone 13 128GB 5G+,99998.0,"Rs 99,998",Used,128GB,,Kalutara,,,,,,,https://ikman.lk/en/ad/apple-iphone-13-128gb-5g-used-for-sale-kalutara-99,True,True,2026-02-23T12:19:00.465670,True,50K-100K,128.0,,32
88,Samsung Galaxy S24 8/256GB (Brand New),Samsung,Galaxy S24 8/256GB,152500.0,"Rs 152,500",Brand New,256GB,,Colombo,,,,,,,https://ikman.lk/en/ad/samsung-galaxy-s24-8-256gb-brand-new-for-sale-colombo-101,True,False,2026-02-23T12:19:00.465670,True,100K-200K,256.0,,38
89,Samsung Galaxy S24 8GB 256GB (Brand New),Samsung,Galaxy S24 8GB 256GB,151000.0,"Rs 151,000",Brand New,8GB,,Colombo,,,,,,,https://ikman.lk/en/ad/samsung-galaxy-s24-8gb-256gb-brand-new-for-sale-colombo-333,True,False,2026-02-23T12:19:00.465670,True,100K-200K,8.0,,40
90,Apple iPhone 14 Pro 5G Fullset (Used),Apple,iPhone 14 Pro 5G Fullset,162000.0,"Rs 162,000",Used,,,Colombo,,,,,,,https://ikman.lk/en/ad/apple-iphone-14-pro-5g-fullset-used-for-sale-colombo-49,True,False,2026-02-23T12:19:00.465670,True,100K-200K,,,37
